Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Score	Tags
17618	Channel 1	3	69284.8	69286.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_190000Z.flac	884.8	0.15	narw
17619	Channel 1	4	69285.1	69286.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_190000Z.flac	885.1	0.38	narw
17620	Channel 1	4	69285.6	69287.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_190000Z.flac	885.6	0.24	narw
17621	Channel 1	1	69287.6	69289.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_190000Z.flac	887.6	0.09	narw
17622	Channel 1	1	69289.2	69290.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_190000Z.flac	889.2	0.62	narw
17623	Channel 1	1	69291.5	69293.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_190000Z.flac	891.5	0.48	narw
17624	Channel 1	4	69294.7	69295.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_190000Z.flac	894.7	0.74	narw
17625	Channel 1	5	69295.8	69296.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_190000Z.flac	895.8	0.88	narw
17626	Channel 1	2	69296.1	69296.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_190000Z.flac	896.1	0.93	narw
17627	Channel 1	2	69297.4	69299.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_190000Z.flac	897.4	0.05	narw
17628	Channel 1	1	69300.1	69302.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	0.1	0.1	narw
17629	Channel 1	2	69300.5	69302.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	0.5	0.17	narw
17630	Channel 1	3	69301.2	69302.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	1.2	0.93	narw
17631	Channel 1	2	69301.4	69303.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	1.4	0.49	narw
17632	Channel 1	2	69302.1	69303.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	2.1	0.57	narw
17633	Channel 1	4	69304	69306.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	4	0.19	narw
17634	Channel 1	4	69304.3	69306.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	4.3	0.31	narw
17635	Channel 1	4	69305.5	69307.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	5.5	0.03	narw
17636	Channel 1	3	69306.2	69308.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	6.2	0.07	narw
17637	Channel 1	4	69307.2	69309.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	7.2	0.04	narw
17638	Channel 1	2	69307.5	69309.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	7.5	0.19	narw
17639	Channel 1	4	69307.8	69309.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	7.8	0.38	narw
17640	Channel 1	4	69308.1	69310.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	8.1	0.03	narw
17641	Channel 1	4	69308.6	69310.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	8.6	0.28	narw
17642	Channel 1	3	69311.1	69313.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	11.1	0.55	narw
17643	Channel 1	3	69311.5	69313.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	11.5	0	narw
17644	Channel 1	3	69314.5	69316.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	14.5	0.19	narw
17645	Channel 1	3	69314.8	69316.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	14.8	0.34	narw
17646	Channel 1	3	69315.1	69317.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	15.1	0.14	narw
17647	Channel 1	3	69315.3	69317.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	15.3	0.32	narw
17648	Channel 1	1	69317.7	69319.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	17.7	0.48	narw
17649	Channel 1	4	69318.3	69320.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	18.3	0.29	narw
17650	Channel 1	2	69323.5	69325.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	23.5	0.36	narw
17651	Channel 1	2	69325.1	69327.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	25.1	0.28	narw
17652	Channel 1	2	69326.5	69328.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	26.5	0.51	narw
17653	Channel 1	2	69326.7	69328.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	26.7	0.12	narw
17654	Channel 1	2	69327.4	69329.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	27.4	0.61	narw
17655	Channel 1	5	69328.1	69330.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	28.1	0.15	narw
17656	Channel 1	1	69331.4	69333.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	31.4	0.28	narw
17657	Channel 1	5	69331.5	69333.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	31.5	0.39	narw
17658	Channel 1	1	69335.3	69337.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	35.3	0.06	narw
17659	Channel 1	4	69335.3	69337.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	35.3	0.17	narw
17660	Channel 1	1	69335.6	69337.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	35.6	0.21	narw
17661	Channel 1	1	69335.9	69338.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	35.9	0.1	narw
17662	Channel 1	1	69336.7	69338.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	36.7	0.27	narw
17663	Channel 1	1	69337	69339.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	37	0.61	narw
17664	Channel 1	4	69337.1	69339.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	37.1	0.22	narw
17665	Channel 1	1	69337.6	69339.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	37.6	0.54	narw
17666	Channel 1	5	69341.7	69343.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	41.7	0.41	narw
17667	Channel 1	5	69342.4	69344.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	42.4	0.05	narw
17668	Channel 1	4	69344.6	69346.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	44.6	0.13	narw
17669	Channel 1	1	69348.9	69351.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	48.9	0.19	narw
17670	Channel 1	4	69351.8	69353.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	51.8	0.12	narw
17671	Channel 1	4	69352.8	69354.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	52.8	0.63	narw
17672	Channel 1	3	69355.1	69357.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	55.1	0.06	narw
17673	Channel 1	3	69355.4	69357.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	55.4	0.06	narw
17674	Channel 1	4	69364.7	69366.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	64.7	0.2	narw
17675	Channel 1	1	69366	69368.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	66	0.66	narw
17676	Channel 1	1	69366.3	69368.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	66.3	0.53	narw
17677	Channel 1	1	69366.5	69368.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	66.5	0.32	narw
17678	Channel 1	2	69373.4	69375.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	73.4	0.2	narw
17679	Channel 1	2	69373.7	69375.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	73.7	0.62	narw
17680	Channel 1	2	69374	69376.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	74	0.11	narw
17681	Channel 1	5	69378.3	69380.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	78.3	0.59	narw
17682	Channel 1	3	69378.6	69380.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	78.6	0.06	narw
17683	Channel 1	4	69378.7	69380.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	78.7	0.24	narw
17684	Channel 1	1	69381.7	69383.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	81.7	0.27	narw
17685	Channel 1	1	69386.7	69388.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	86.7	0.56	narw
17686	Channel 1	3	69387.7	69389.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	87.7	0.3	narw
17687	Channel 1	1	69387.8	69389.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	87.8	0.52	narw
17688	Channel 1	3	69388.3	69390.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	88.3	0.7	narw
17689	Channel 1	3	69388.6	69390.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	88.6	0.52	narw
17690	Channel 1	4	69389.9	69392.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	89.9	0.03	narw
17691	Channel 1	5	69391.1	69393.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	91.1	0.28	narw
17692	Channel 1	2	69391.3	69393.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	91.3	0.54	narw
17693	Channel 1	5	69391.4	69393.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	91.4	0.5	narw
17694	Channel 1	1	69391.7	69393.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	91.7	0.2	narw
17695	Channel 1	5	69391.9	69394.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	91.9	0.31	narw
17696	Channel 1	5	69392.2	69394.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	92.2	0.42	narw
17697	Channel 1	1	69394.7	69396.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	94.7	0.55	narw
17698	Channel 1	3	69394.8	69396.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	94.8	0.6	narw
17699	Channel 1	4	69398.2	69400.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	98.2	0.07	narw
17700	Channel 1	1	69399.7	69401.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	99.7	0.59	narw
17701	Channel 1	1	69399.9	69402.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	99.9	0.55	narw
17702	Channel 1	4	69402.3	69404.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	102.3	0.06	narw
17703	Channel 1	4	69402.9	69404.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	102.9	0.14	narw
17704	Channel 1	4	69403.2	69405.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	103.2	0.08	narw
17705	Channel 1	5	69407.5	69409.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	107.5	0.29	narw
17706	Channel 1	5	69407.7	69409.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	107.7	0.09	narw
17707	Channel 1	4	69407.9	69410.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	107.9	0.06	narw
17708	Channel 1	1	69408.8	69410.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	108.8	0.51	narw
17709	Channel 1	1	69409.1	69411.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	109.1	0.4	narw
17710	Channel 1	1	69409.4	69411.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	109.4	0.27	narw
17711	Channel 1	3	69409.5	69411.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	109.5	0.29	narw
17712	Channel 1	1	69409.7	69411.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	109.7	0.36	narw
17713	Channel 1	1	69409.9	69412.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	109.9	0.06	narw
17714	Channel 1	3	69410.1	69412.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	110.1	0.03	narw
17715	Channel 1	3	69410.3	69412.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	110.3	0.43	narw
17716	Channel 1	5	69412	69414.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	112	0.2	narw
17717	Channel 1	4	69412.2	69414.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	112.2	0.12	narw
17718	Channel 1	5	69412.9	69415.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	112.9	0.28	narw
17719	Channel 1	4	69413.8	69415.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	113.8	0.03	narw
17720	Channel 1	1	69415.3	69417.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	115.3	0.52	narw
17721	Channel 1	1	69416.1	69417.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	116.1	0.44	narw
17722	Channel 1	4	69419.4	69421.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	119.4	0.13	narw
17723	Channel 1	4	69420.6	69422.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	120.6	0.33	narw
17724	Channel 1	4	69420.9	69423.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	120.9	0.09	narw
17725	Channel 1	5	69420.9	69423.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	120.9	0.3	narw
17726	Channel 1	4	69421.3	69423.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	121.3	0.28	narw
17727	Channel 1	3	69423.9	69425.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	123.9	0.57	narw
17728	Channel 1	3	69424.5	69426.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	124.5	0.24	narw
17729	Channel 1	5	69425.5	69427.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	125.5	0.69	narw
17730	Channel 1	5	69425.8	69427.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	125.8	0.52	narw
17731	Channel 1	3	69426	69428.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	126	0.04	narw
17732	Channel 1	4	69426.1	69428.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	126.1	0.16	narw
17733	Channel 1	1	69426.2	69428.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	126.2	0.1	narw
17734	Channel 1	3	69426.3	69428.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	126.3	0.08	narw
17735	Channel 1	3	69442.7	69444.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	142.7	0.15	narw
17736	Channel 1	3	69442.9	69445.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	142.9	0.14	narw
17737	Channel 1	3	69443.3	69445.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	143.3	0.37	narw
17738	Channel 1	2	69447.5	69449.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	147.5	0.27	narw
17739	Channel 1	4	69448.3	69450.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	148.3	0.06	narw
17740	Channel 1	4	69450.3	69452.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	150.3	0.52	narw
17741	Channel 1	4	69450.6	69452.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	150.6	0.01	narw
17742	Channel 1	2	69451.7	69452.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	151.7	0.43	narw
17743	Channel 1	4	69453	69454.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	153	0.31	narw
17744	Channel 1	3	69461.3	69463.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	161.3	0.07	narw
17745	Channel 1	1	69470.4	69472.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	170.4	0.42	narw
17746	Channel 1	1	69474.3	69476.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	174.3	0.46	narw
17747	Channel 1	2	69474.3	69476.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	174.3	0.17	narw
17748	Channel 1	4	69474.4	69476.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	174.4	0.43	narw
17749	Channel 1	1	69474.6	69476.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	174.6	0.21	narw
17750	Channel 1	2	69474.6	69476.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	174.6	0.42	narw
17751	Channel 1	1	69474.8	69476.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	174.8	0.24	narw
17752	Channel 1	5	69474.9	69476.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	174.9	0.41	narw
17753	Channel 1	1	69475.1	69477.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	175.1	0.36	narw
17754	Channel 1	5	69475.2	69477.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	175.2	0.18	narw
17755	Channel 1	4	69475.3	69477.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	175.3	0.46	narw
17756	Channel 1	1	69476.2	69478.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	176.2	0.19	narw
17757	Channel 1	3	69478.3	69480.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	178.3	0.66	narw
17758	Channel 1	1	69480.2	69482.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	180.2	0.14	narw
17759	Channel 1	4	69481.5	69483.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	181.5	0.44	narw
17760	Channel 1	5	69482.1	69483.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	182.1	0.62	narw
17761	Channel 1	2	69482.4	69484.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	182.4	0.2	narw
17762	Channel 1	1	69483.3	69485.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	183.3	0.39	narw
17763	Channel 1	1	69484.1	69486.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	184.1	0.15	narw
17764	Channel 1	1	69488.2	69490.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	188.2	0.4	narw
17765	Channel 1	5	69488.9	69491.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	188.9	0.14	narw
17766	Channel 1	5	69490.3	69492.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	190.3	0.24	narw
17767	Channel 1	1	69490.4	69492.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	190.4	0.49	narw
17768	Channel 1	4	69490.6	69492.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	190.6	0.04	narw
17769	Channel 1	1	69491	69492.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	191	0.6	narw
17770	Channel 1	5	69491.3	69492.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	191.3	0.64	narw
17771	Channel 1	1	69491.8	69493.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	191.8	0.07	narw
17772	Channel 1	1	69495	69495.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	195	0.62	narw
17773	Channel 1	2	69495.6	69497.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	195.6	0.06	narw
17774	Channel 1	1	69495.9	69497.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	195.9	0.58	narw
17775	Channel 1	2	69496	69498.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	196	0.28	narw
17776	Channel 1	1	69496.1	69498.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	196.1	0.05	narw
17777	Channel 1	1	69496.4	69498.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	196.4	0.15	narw
17778	Channel 1	1	69496.7	69498.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	196.7	0.16	narw
17779	Channel 1	4	69502.8	69504.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	202.8	0.65	narw
17780	Channel 1	1	69505.7	69507.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	205.7	0.24	narw
17781	Channel 1	5	69508.3	69510.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	208.3	0.47	narw
17782	Channel 1	1	69510.5	69512.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	210.5	0.21	narw
17783	Channel 1	5	69515	69517.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	215	0.19	narw
17784	Channel 1	4	69518.7	69520.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	218.7	0.44	narw
17785	Channel 1	4	69519.4	69521.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	219.4	0.59	narw
17786	Channel 1	2	69532.3	69534.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	232.3	0.11	narw
17787	Channel 1	1	69535.3	69537.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	235.3	0.54	narw
17788	Channel 1	4	69541.2	69543.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	241.2	0.19	narw
17789	Channel 1	2	69542	69543.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	242	0.26	narw
17790	Channel 1	1	69545.9	69548.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	245.9	0.22	narw
17791	Channel 1	1	69548	69550.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	248	0.23	narw
17792	Channel 1	1	69548.5	69550.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	248.5	0.23	narw
17793	Channel 1	1	69549.8	69551.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	249.8	0.23	narw
17794	Channel 1	3	69566.9	69569.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	266.9	0.09	narw
17795	Channel 1	1	69568.7	69570.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	268.7	0.17	narw
17796	Channel 1	5	69571.8	69573.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	271.8	0.3	narw
17797	Channel 1	5	69572	69574.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	272	0.57	narw
17798	Channel 1	1	69572.5	69574.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	272.5	0.14	narw
17799	Channel 1	1	69572.8	69574.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	272.8	0.29	narw
17800	Channel 1	5	69580.4	69582.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	280.4	0.12	narw
17801	Channel 1	4	69583	69584.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	283	0.65	narw
17802	Channel 1	1	69583.4	69585.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	283.4	0.29	narw
17803	Channel 1	5	69588	69590.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	288	0.32	narw
17804	Channel 1	3	69590.6	69592.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	290.6	0.14	narw
17805	Channel 1	3	69590.9	69592.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	290.9	0.13	narw
17806	Channel 1	3	69591.5	69593.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	291.5	0.47	narw
17807	Channel 1	3	69592	69593.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	292	0.33	narw
17808	Channel 1	1	69595.1	69596.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	295.1	0.27	narw
17809	Channel 1	4	69600.6	69602.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	300.6	0.58	narw
17810	Channel 1	1	69601.5	69603.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	301.5	0.47	narw
17811	Channel 1	3	69602.2	69602.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	302.2	1	narw
17812	Channel 1	5	69607.8	69608.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	307.8	0.78	narw
17813	Channel 1	1	69610	69612.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	310	0.01	narw
17814	Channel 1	1	69610.9	69612.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	310.9	0.21	narw
17815	Channel 1	1	69611.7	69613.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_191500Z.flac	311.7	0.52	narw
